,title,text
388,"Ancaman Pemindahan Ke Lapas Lain, Keluarga Napi di Lapas Kelas II B Luwuk Bersuara","KABAR LUWUK – Keluarga narapidana di Lapas Kelas II B Luwuk, Sulawesi Tengah, mengungkapkan keprihatinan dan keberatan atas serangkaian ancaman pemindahan yang dilontarkan oleh petugas lapas kepada warga binaan. Ancaman ini disinyalir sebagai bentuk penindasan terhadap narapidana yang meresahkan keluarga mereka.Salah satu anggota keluarga napi, memberikan penjelasan bahwa keluarga-keluarga yang berkunjung ke lapas mendapat informasi mengenai ketidakmerataan pelayanan dan ancaman pemindahan yang sering dilontarkan petugas lapas kepada narapidana.“Kami menemukan pola ancaman ini menjadi semakin mengkhawatirkan. Setiap pelanggaran kecil yang dianggap oleh petugas bisa menjadi alasan untuk pemindahan ke lapas lain atau ancaman isolasi dalam menara,” ungkap sumber.Ancaman ini tampaknya telah menjadi kebiasaan di Lapas Kelas II B Luwuk, dengan keluarga napi melaporkan bahwa situasi ini bukanlah kejadian pertama. Pemindahan sepihak sebelumnya yang terjadi pada tanggal 8 Desember 2023 juga menjadi sorotan keluarga korban.Sumber menegaskan bahwa kondisi ini telah menciptakan ketegangan di antara narapidana dan petugas lapas. Menyikapi situasi ini, keluarga korban meminta agar pihak berwenang segera mengusut dan meninjau ulang kebijakan pemindahan serta memastikan bahwa hak-hak asasi narapidana tetap terlindungi.“Kami berharap agar hak asasi manusia, khususnya hak-hak para narapidana, tetap dihormati dan dilindungi. Ancaman pemindahan ini tidak hanya merugikan para napi, tetapi juga menciptakan kecemasan dan tekanan psikologis di kalangan keluarga mereka,” tambah Irwan.Keluarga korban juga menyoroti perlunya transparansi dan akuntabilitas dalam sistem pemasyarakatan, serta mendesak agar tindakan penindasan dan ancaman pemindahan dilakukan secara proporsional dan sesuai dengan peraturan yang berlaku.Keberatan keluarga ini menjadi panggilan bagi pihak berwenang untuk melakukan investigasi menyeluruh terhadap tindakan petugas lapas dan memastikan bahwa kebijakan pemindahan tidak disalahgunakan untuk memperburuk kondisi narapidana atau menciptakan ketidakpastian yang merugikan keluarga mereka. (IkB)Tag:Ancaman Pemindahan Ke Lapas LainTopik:Ancaman Pemindahan Ke Lapas Lain"
150,"Goes To Customer, BPJS Kesehatan Sambangi Untika Luwuk Berikan Sosialisasi","BANGGAI RAYA- Dalam rangka meningkatkan pemahaman kepada peserta Program JKN, BPJS Kesehatan cabang luwuk menggelar kegiatan pemberian informasi langsung kepada peserta bertajuk Goes to Customer.Kegiatan seperti ini dilaksanakan di Kampus Tompotika Luwuk, kabupaten Banggai pada Jumat (15/12/2023) yang diikuti civitas akademika di kampus biru tersebut.Dekan Fakultas Kesehatan Masyarakat Universitas Tompotika Luwuk, Ramli A. Bidullah memberikan apresiasi kepada BPJS Kesehatan yang telah menyampaikan materi terkait Program JKN.Menurutnya, materi yang dipaparkan sangat penting bagi mahasiswa, khususnya yang ada di Fakultas Kesehatan Masyarakat untuk mengetahui bagimana Perasn Program JKN dan BPJS Kesehatan di masyarakat.Olehnya, Dekan mengharapkan agar seluruh mahasiswa dapat mengambil input baru terkait Program JKN.“Hari in kita patut bersyukur kita mendapatkan kunjungan dari BPJS Kesehatan Cabang Luwuk, dalam kegiatan Goes to Customer, yang mana kegiatan ini sangat penting kita dengarkan Bersama bagiaman peran peran BPJS dan program JKN kedepannya, “ ungkapnya.Sementara itu, Pejabat Pengganti Sementara (PPS) Kepala BPJS Kesehatan Cabang Luwuk, Riskha B Husain, mengungkapkan kegiatan ini bertujuan untuk memberikan pemahaman kepada peserta terkait dengan alur pelayanan, hak dan kewajiban, serta kanal – kanal pelayanan informasi terbaru yang dapat diakses oleh peserta Program JKN.“Dengan adanya kegiatan ini diharapkan peserta semakin paham terkait dengan program JKN di antaranya terdiri dari alur layanan di fasilitas kesehatan, hak dan kewajiban peserta dan utamanya kanal – kanal informasi layanan BPJS Kesehatan, “ ungkap Riskha.Riskha menambahkan, saat ini telah tersedia berbagai kanal layanan yang dapat dimanfaatkan oleh peserta program JKN untuk mendapatkan informasi dan melakukan proses administrasi tanpa harus datang ke kantor BPJS Kesehatan.Fitur kanal layanan terbaru yang dimaksdkan adalah pelayanan informasi dan administrasi mellaui Mobile JKN, Cika dan Vika yang dapat diakses oleh peserta melalui smartphone.“Transformasi mutu layanan menjadi fokus kami dalam memberikan kemudahan akses layanan bagi peserta. Pelayanan yang cepat, mudah dan setara menjadi tujuan kami untuk meningkatkan kepuasan dan kenyamanan peserta JKN di fasilitas kesehatan, ketersediaan kanal layanan administrasi non tatap muka juga menjadi  konsern kami sehingga peserta lebih meudah mendapatkan infomrasi tentang program JKN karna tersedia banyak pilihan untuk mengaksesnya, salah satunya melalui Chika atau Chat Assistant JKN yang dapat diaskes melalui whatsapp ”  terang Riskha, memaparkan secara detail kepada peserta sosialisasi.Salah satu peserta sekaligus perwakilan mahasiwa Universitas Tompotika Luwuk Rika Ferbianti, turut mengapresiasi kegiatan ini.Menurutnya melalui kegiatan ini semakin banyak informasi yang didapatkan mengenai Program JKN, apalagi bagi mahasiswa yang ada di Fakultas Kesehatan Masyarakat merasa perlu untuk mengetahui bagimana proses layanan, regulasi serta hak dan kewajiban peserta JKN itu.“Sangat luar biasa, ini juga bisa menambah wawasan kami khususnya kami yang ada Fakultas Kesehatan Masyarakat. Karena kami sebagian belum mengetahui tentang program ini, tapi inisiatif dari BPJS Kesehatan sangat luar biasa.  Saya sendiri saja baru mengetahui ternyata ada kanal kanal layanan infomrasi yang bis akita akses tanpa harus datang ke Kantor BPJS, misanya melalui Chika ini, “ ungkapnyaIa berharap program JKN di Kabupaten Banggai dapat terlaksana dengan baik dan masyarakat dapat mengakses kanal kanal layanan yang tersedia dengan lebih optimal. (*)"
869,"Pimpin DPRD Banggai, Golkar Berpeluang Rebut 12 Kursi","BANGGAI RAYA-Partai Golkar yang secara umum memenangi Pemilu di Kabupaten Banggai, dipastikan akan memimpin lembaga DPRD Banggai. Kursi ketua yang sebelumnya dipegang PDIP, kali ini akan dipegang politisi Partai Golkar.Berdasarkan catatan media ini, dari data yang ditayangkan KPU Banggai melalui website dipadukan dengan data dari berbagai sumber yang diolah media ini, Partai Golkar berpeluang merebut 12 kursi.Di Dapil 1, Partai Golkar sudah dipastikan merebut dua kursi dan akan ditempati Saripudin Tjatjo dan Panji Tamoreka. Partai ini masih berpeluang menambah kursi dan akan ditempati Agus Damalante, bila pada pembagian suara untuk kursi ketiga, melampaui suara Partai Hanura. Partai Golkar masih bersaing dengan Hanura (Suharto Yinata) di kursi terakhir Dapil 1 itu.BACA JUGA:Ricuh, Saksi Parpol Bersitegang dengan Caleg Hanura Suharto Saat Pengambilan D1 Hasil PlenoDi dapil ini, ada PKB satu kursi (Apriyani Dg Matorang), Partai Gerindra dua kursi (Wardani Murad Husain dan Suwardi), PDIP satu kursi (Kartini Akbar) Partai NasDem satu kursi (Batia Sisilia Hadjar) dan PAN (Jodi Prakoso Dayanun).Di Dapil 2, Partai Golkar juga unggul telak dan memastikan 4 kursi yang akan ditempati Irwanto Kulap, Indry Azis, Lisa Sundari dan Su’dan Latjeno. Di Dapil ini, Partai Golkar juga masih berpeluang menambah satu kursi dan bersaing dengan PDIP untuk kursi terakhir atau kursi kesepuluh.BACA JUGA:Modern dan Minimalis, Rumah Imam dan Marbot Masjid Ar-Rahman Polres Banggai DiresmikanDi Dapil 3, Partai NasDem unggul namun hanya berhasil meraih satu kursi untuk Sukri Djalumang, kemudian Partai Gerindra satu kursi untuk Lutpi Sanaduri, Partai Golkar satu kursi untuk Eni Marthen serta PDIP satu kursi untuk I Made Dharma.Di Dapil 4 dengan 12 kursi, Partai Golkar unggul dan merebut tiga kursi untuk Helton Abd Hamid, Wajidah serta Rika Sarifuddin. PKB dengan satu kursi untuk Syafruddin Husain, Partai Gerindra dengan dua kursi untuk Naim Saleh dan Hari Sapto Adji, PDIP dengan tiga kursi untuk I Putu Gumi, Suprapto dan Sucipto, kemudian Partai NasDem satu kursi untuk Muh Arfan Syahputra, PKS satu kursi untuk Mursidin dan PAN satu kursi untuk H Akmal.BACA JUGA:Tim Persiapan Tinjau dan Verifikasi 6 Desa di Balut yang Bakal DimekarkanDari gambaran sementara itu, Partai Golkar berpeluang merebut 12 kursi, Partai Gerindra dengan 7 kursi, PDIP dengan 6 kursi, Partai NasDem dengan 4 kursi, PKB dengan 3 kursi, PAN dengan 2 kursi, PKS dengan 1 kursi.Meski demikian, jumlah kursi parpol ini masih bersifat sementara serta bukan merupakan hasil rekapitulasi dan penetapan KPU. Karenanya, gambaran ini masih bisa berubah seiring proses rekapitulasi dan penetapan resmi KPU Banggai. DARPeluang Kursi DPRD Banggai:Partai Golkar = 12 kursiPartai Gerindra = 7 kursiPDIP = 6 kursiPartai NasDem = 4 kursiPKB = 3 kursiPAN = 2 kursiPKS = 1 kursi"
594,Gudang Alumunium Kompleks Pertokoan Luwuk Terbakar,"BANGGAI RAYA-Satu gudang bahan aluminium di Jalan Teuku Umar No. 90 kompleks Pertokoan Kelurahan Luwuk, Kabupaten Banggai mengalami kebakaran, Jumat (2/2/2024) sekitar pukul 10.30 Wita.Plt Kapolsek Luwuk AKP Steven Lewaherillah mengungkapkan, dari keterangan seorang saksi Ibu Andui melihat kemunculan titik api di bagian samping bangunan gudang milik Donal Dusia (40) warga Jalan Jendral Ahmad Yani Luwuk (Toko Mas Jawa).BACA JUGA:Truk Pengangkut 10 Ton Raskin Terperosok Selokan di Pagimana“Titik api muncul dari tumpukan gabus ikan tepat disamping bangunan Gudang tersebut. Pemiliknya adalah Handies Umaiyer,” ungkapnya.BACA JUGA:IHK di Kota Luwuk Alami Inflasi, Begini Rilis Lengkap BPSSementara itu, kata Steven, menyebutkan bahwa saat itu saksi lain mendengar teriakan dan keluar melihat api sudah membesar di bagian samping gudang. Sehingga langsung menghubungi pemadam kebakaran.“Api cepat dipadamkan sehingga tidak meluas. Hanya dibagian samping saja yang terbakar,” sebutnya.BACA JUGA:Curi Receiver CCTV dan Wifi, Pria Asal Maahas Dibekuk PolisiIa menambahkan, kerugian material dalam peristiwa tersebut belum dapat dipastikan dan tidak terdapat korban jiwa.“Untuk dugaan terjadinya kebakaran juga belum dapat dipastikan, nanti akan kami sampaikan kembali, selepas anggota memeriksa para saksi,” pungkasnya. (*)"
831,Harga Beras di Banggai Tembus Rp 18 Ribu Per Kg Jelang Ramadan 2024,"Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI -Harga beras di KabupatenBanggai , Sulawesi Tengah terus merangkak naik pasca Pemilu Serentak 2024 atau menjelang Ramadan 1445 H. Kondisi ini menyebabkan pedagang resah, dan pembeli atau konsumen mulai mengeluh, Rabu (21/2/2024). Di pasar Bunta, Kecamatan Bunta, harga beras kini menyentuh harga Rp 17 ribu per kilogram. Bahkan di kios-kios di pedesaan, sudah mencapai Rp 18 ribu per kilogram. Menurut Irma, warga setempat, setiap pekan harga beras terus mengalami kenaikan. Ia berharap ada upaya secepatnya dari Pemerintah KabupatenBanggai untuk menekan harga beras, apalagi saat ini menjelang bulan Ramadan 1445 H. (*) "
702,Bupati Banggai Berikan Dukungan Besar pada Perayaan HUT ke-43 SMA Negeri 2 Luwuk,"KABAR LUWUK –Bupati BanggaiBerikan Dukungan Besar pada PerayaanHUT ke-43 SMA Negeri 2Luwuk. Bupati Banggai,Ir. H. Amirudin, MM, AIFO,menghadiri perayaanHari Ulang Tahun ke-43 SMANegeri 2 Luwuk yang berlangsung meriah di LapanganSMA Negeri 2 Luwuk.Dalam acara tersebut, Bupati memberikan ucapan selamat dan apresiasi kepada seluruh keluarga besar SMA 2 Luwuk serta menegaskan komitmen Pemerintah Daerah untuk terus mendukung perkembangan sekolah tersebut. Senin, 15 Januari 2024.Sebagai tindak lanjut dari dukungan tersebut, Bupati Amirudin turut hadir dalam peresmian peletakan batu pertama pembangunan gerbang sekolah.Dalam sambutannya, beliau menyatakan, “Insya Allah saya akan tanggung 20 juta, mudah-mudahan tahun depan kita datang sudah jadi.” Hal ini menunjukkan keseriusan Pemerintah Daerah dalam memajukan fasilitas pendidikan di daerah tersebut.Tidak hanya memberikan dukungan finansial, Bupati Banggai juga memberikan apresiasi kepada siswa berprestasi, seperti Asri Anjani dan Chelin Lauren.Bupati menyampaikan, “Untuk puisi, saya dapat informasi akan melanjutkan kegiatannya ke Medan, maka segala akomodasi dan transportasi ditanggung Pemda Banggai.” Beliau juga menjanjikan rekomendasi universitas untuk Chelin sebagai Duta Wisata.Perayaan HUT SMA 2 Luwuk yang dimulai sejak 10 Januari 2024 telah berlangsung selama 5 hari dan melibatkan siswa dari berbagai SMP dan SMA di Kabupaten Banggai.Sejumlah kegiatan lomba menarik, seperti Lomba Fashion Show, Tournament Free Fire, Rangking 1, dan Volleyball, telah sukses diselenggarakan sebagai bagian dari rangkaian perayaan.Dengan suksesnya perayaan ini, diharapkan semangat kebersamaan dan prestasi yang telah ditunjukkan oleh siswa dapat menjadi inspirasi bagi generasi mendatang.Pemerintah Daerah Banggai pun berkomitmen untuk terus mendukung perkembangan sekolah-sekolah di daerah tersebut demi peningkatan kualitas pendidikan. ( Dkisp) **"
364,"Malam Natal di Banggai Sulteng, Sinergitas TNI-Polri Gelar Apel Gabungan","Polresbanggai.com– Kepolisian Resor (Polres) Banggai menggelar apel gabungan kesiapan pelaksanaan tugas pengamanan ibadah malam Natal yang dilaksanakan di halaman Mapolsekluwuk, Minggu (24/12/2023) malam.Apel yang dipimpin Kabag Opspolres banggaiKompol Esti Prasetyo Hadi SH, SIK, dihadiri para perwira dan Bintara TNI-Polri.Dalam arahannya, Kompol Esti Prasetyo, mengatakan, seluruh personel gabungan TNI-Polri agar melaksanakan tugas dengan rasa ikhlas dan penuh tanggung jawab.“Sasaran patroli yakni gereja yang melaksanakan ibadah natal, Kantor KPU, Bawaslu dan lokasi keramaian,” ungkapnya.Ia meminta personel yang melaksanakan patroli agar berkomunikasi dengan panitia gereja serta para jemaat untuk bersama-sama menjaga kondusifitas kamtibmas.“Saya minta rekan-rekan semua dapat melaksanakan tugasnya dengan baik. Berikan rasa aman dan nyaman bagi saudara-saudara kita yang melaksanakan ibadah malam natal,” terangnya.Dikatakan, apel gabungan ini sebagai wujud sinergitas TNI-Polri untuk dalam menjaga dan menciptakan situasi kamtibmas selama Natal dan Pemilu serentak  "
422,"Wakapolres Banggai Pimpin Vidcon, Ikuti Anev GO Polda Sulteng","Polresbanggai.com– Wakapolres Banggai Kompol Pino Ary, SH, SIK, MH bersama Kabagops Kompol Esti Prasetyo Hadi, SIK, SH, dan Pejabat Utama (PJU)polres banggaimengikuti Video Konference (Vidcon) Anev Gelar Operasional (GO) Polda Sulteng, Rabu (10/1/2024) Pagi.Vidcon anev tingkat Polda Sulteng ini dipimpin langsung Kapolda Sulteng Irjen Pol. Dr. Agus Nugroho, SIK, SH, MH, untuk mengevaluasi kinerja personil sebulan yang lalu dan meningkatkan pencapaian dalam kinerja kepolisian.Dalam arahannya Kapolda Sulteng Irjen Pol. Irjen Pol. Dr. Agus Nugroho, mengapresiasi kepada seluruh anggotanya atas kerja kerasnya selama ini dalam melaksanakan kegiatan satuan dan kegiatan masyarakat sehingga berjalan dengan lancar dan kondusif.Pada kesempatan itu Kapolda juga menyampaikan penekanan kepada Jajaran agar segera mempersiapkan Pengamanan Pemilu di masing-masing wilayah menjelang hari H, sambil menegaskan netralitas Polri dalam pemilihan tersebut.Usai mengikuti Video Konference, Wakapolres Banggai Pino Ary juga memberikan arahannya kepada Jajaran agar segera mempersiapkan Pengamanan Pilpres 2024 mendatang dengan matang.“Lakukan patroli setiap hari didaerah rawan dan objek penting pemilu, tingkatkan colling system terhadap seluruh lapisan masyarakat, dengan kehadiran Polri akan tercipta kepercayaan dan ketenangan ditengah masyarakat”, tambahnya  "
21,Pemerintah Kabupaten Banggai Gagas Visi Banggai Emas 2045 Melalui Focus Group Discussion,"KABAR LUWUK– Pemerintah Kabupaten Banggaigagas visiBanggai Emas 2045MelaluiFocus Group Discussion.PemerintahKabupaten Banggaimelakukan langkah strategis dengan menggelar Focus Group Discussion (FGD) dalam rangka penyusunanRancangan Awal Rencana Pembangunan Jangka Panjang Daerah (RPJPD)Kabupaten Banggai Tahun 2025-2045.Kegiatan ini, yang berlangsung diRuang Rapat Pahangkabotan, Kantor Badan Perencanaan Pembangunan Daerah (Bappeda) Kabupaten Banggai pada Selasa (12/12/2023), menjadi titik awal menuju visi Banggai Emas pada tahun 2045.Proses FGD melibatkan partisipasi aktif dari berbagai pihak, mencakup lima fokus utama yang akan membentuk pijakan strategis pembangunan untuk dua dekade mendatang.Kelima poin tersebut mencakup strategi industrialisasi pertanian, perlindungan sosial dan peningkatan kesempatan kerja, pengembangan infrastruktur, peningkatan kualitas pendidikan, dan perbaikan sistem kesehatan.Bupati Banggai, Ir. H. Amirudin, MM, AIFO, dalam sambutannya menyampaikan bahwa RPJPD yang disusun bukan hanya untuk kepentingan saat ini, melainkan sebagai landasan untuk generasi mendatang.“Ini untuk generasi kita kedepan, untuk pembangunan 20 tahun ke depan, sehingga siapapun yang menjadi pemimpin daerah benar-benar tahu arah dan kebijakan yang kita susun hari ini,” ujar Amirudin.Beliau juga menggarisbawahi pentingnya perencanaan komprehensif yang melibatkan visi jangka panjang.“Konsep-konsep kedepannya yang paling penting, kita harus pikirkan bahwa, Insya Allah, Kabupaten Banggai ini akan berkembang.Kita menginginkan Kabupaten Banggai ini akan menjadi ibu kota provinsi,” tambah Bupati Banggai.Gubernur Sulawesi Tengah merespons positif terhadap Dokumen Tompotika yang disampaikan oleh Bupati Banggai.“Sambutan Pak Gubernur kemarin ketika saya menyampaikan Dokumen Tompotika disambut baik, dan dia berharap bahwa rumpun Banggai ini menjadi satu provinsi baru pada masa yang akan datang,” ungkap Amirudin.Dengan melibatkan berbagai stakeholder, proses penyusunan RPJPD Kabupaten Banggai akan berlanjut hingga 21 Desember 2023.Langkah ini menunjukkan komitmen Pemerintah Kabupaten Banggai untuk merancang rencana pembangunan jangka panjang yang holistik dan berkelanjutan, membawa Kabupaten Banggai menuju visi “Banggai Emas” pada tahun 2045. ( dkisp) **"
875,Polisi Amankan Pelaku Penganiayaan di Parkiran Karaoke Nav Luwuk Banggai,"Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI -Tim Resmob Tompotika Polres Banggai mengamankan pelaku penganiayaan yang terjadi di parkiran karaoke keluarga Nav, kompleks Shopping Mall Luwuk. Pelakunya seorang pria berinisial RL alias Bombom (31), warga Kecamatan Nambo. Informasi diperoleh, pelaku menganiaya laki-laki inisial JIH (20) seorang mahasiswa dari Kelurahan Kaleke, Kecamatan Luwuk. Kasat Reskrim Polres Banggai AKP Tio Tondy, mengatakan, kejadian bermula ketika korban hendak pulang dari tempat karaoke Nav. “Tetiba pelaku langsung menarik baju sambil menendang perut dan memukul korban di bagian wajah dan mulut. Sehingga mengeluarkan darah dari mulut,” kata AKP Tio, Selasa (27/2/2024). Kata Kasat, tidak hanya menganiaya JIH, pelaku yang dalam kondisi mabuk juga mencekik leher perempuan MI yang saat itu mencoba melerai tindakan tersebut. Berdasarkan laporan yang diterima, petugas langsung melakukan penyelidikan dan mengamankan pelaku. Diduga penganiayaan ini bermotif, pelaku yang tak terima kakak perempuannya dituduh mencuri oleh korban. “Pelaku telah diamankan di Mapolres Banggai untuk diproses lebih lanjut,” kata Kasat. (*) "
382,"Pantau Arus Balik, Satgas Preventif Ops Lilin Polres Banggai Pengamanan di Pelabuhan Penyebrangan","luwuk–Personel Sat Samapta yang tergabung dalam Satgas Preventif Operasi Lilinpolres banggaimelakukan pengamanan arus balik gelombang pertama di pelabuhan penyebrangan ferry Luwuk, Selasa (26/12/2023) malam.Kasatgas Preventif Ops Lilin AKP Jolly Lengkong menerangkan, pengamanan yang dilakukan oleh pihaknya ini untuk kepastian kemananan dan kenyamanan para pemudik.“Dalam pengamanan ini kita melakukan koordinasi dan kolaborasi dengan pihak terkait,” terangnya.Ia menjelaskan, ratusan penumpang yang berangkat tujuan Luwuk-Banggai Laut menggunakan Kapal Ferry sebagian besar adalah pekerja atau ASN disana.“Tidak hanya penumpang, puluhan kendaraan baik roda dua, roda empat maupun truck juga ikut menyebrang,” jelasnya.AKP Jolly menyatakan, guna menjaga situasi kamtibmas selama libur Natal dan Tahun Baru pihaknya akan menyiagakan personel gabungan TNI-Polri dan instansi terkait di wilayah pelabuhan penyebrangan.“Semua ini kita lakukan demi rasa aman dan nyaman,” tutupnya  "
43,Bupati Banggai Apresiasi Kinerja Pelayanan Publik Terbaik,"KABAR LUWUK – Bupati Banggai, Ir. H. Amirudin, MM, AIFO, menghargai prestasi instansi di Kabupaten Banggai dengan memberikan Penghargaan Kinerja Penyelenggaraan Pelayanan Publik dan Penghargaan KIPP Top 45.Acara berlangsung Jum’at (1/12/2023) di Ruang Rapat Umum Kantor Bupati Banggai.Penghargaan sejumlah total Rp. 60.000.000 diberikan kepada instansi terbaik, dengan Dinas Kependudukan dan Pencatatan Sipil Kab. Banggai meraih posisi pertama.Bupati Banggai berharap peningkatan kualitas pelayanan merata di semua sektor.Dalam sambutannya, Amirudin mengungkapkan harapannya agar prestasi Dinas Kesehatan yang meraih Top 45 dalam Kompetisi Inovasi Pelayanan Publik dapat menjadi inspirasi.Penyerahan penghargaan inovasi Ambulance Dering Ibu Hamil juga menjadi sorotan acara.Bupati Banggai mengucapkan terima kasih kepada Dinas Kesehatan yang berhasil meraih prestasi dalam KIPP.“Bukan hanya penghargaan, tapi ada insentif sebanyak 12 miliar,” ungkapnya. Amirudin berharap prestasi ini memotivasi instansi lain untuk meningkatkan kualitas pelayanan publik.Prestasi Dinas Kesehatan Kabupaten Banggai tidak hanya diakui melalui penghargaan, tetapi juga secara finansial dengan insentif sebesar 12 miliar.Bupati Banggai menegaskan bahwa hal ini merupakan bentuk dukungan dan penghargaan atas inovasi Ambulance Dering Ibu Hamil, yang telah membawa nama Kabupaten Banggai dalam kancah nasional.Acara tersebut mencerminkan komitmen pemerintah setempat untuk terus mendorong peningkatan kualitas pelayanan publik di semua sektor.Bupati Banggai menekankan pentingnya kolaborasi antarinstansi untuk mencapai hasil yang lebih baik.Dengan harapan agar prestasi Dinas Kesehatan menjadi inspirasi, Bupati Banggai berfokus pada visi pelayanan publik yang merata untuk masyarakat.Penghargaan tersebut menjadi momentum untuk memotivasi seluruh penyelenggara pelayanan publik di Kabupaten Banggai untuk terus berinovasi dan meningkatkan standar pelayanannya.Sebagai bentuk keseriusan, Bupati Banggai berkomitmen untuk mendukung upaya peningkatan kualitas pelayanan publik tidak hanya pada satu sektor tertentu, melainkan secara menyeluruh.Semua instansi diharapkan dapat berkontribusi positif dalam mewujudkan pelayanan publik yang efisien dan berkualitas bagi masyarakat Kabupaten Banggai.( Dkisp) **"
681,"PKS Banggai Gelar Flashmob di Tugu Adipura Luwuk, Dihadiri Ustadz Iswan Hingga Sri Atun","BANGGAI RAYA- Kegiatan Flashmob Partai Keadilan Sejahtera (PKS) dilaksanakan secara serentak di seluruh nusantara pada Minggu 14 Januari 2024.Flashmob itu dilaksanakan mulai dari tingkat pusat hingga daerah. Tidak terkecuali di Kabupaten Banggai.Untuk di daerah ini, PKS Banggai di bawah pimpinan Ketua Rahmat Ilahi itu menggelar kegiatan Flashmob kampanye gagasan di bundaran Tugu Adipura Luwuk.Sebelumnya, PKS Banggai juga menggelar kegiatan serupa bertempat di Pantai Kilo Lima. Kegiatan ini, tak lain untuk menarik simpati masyarakat jelang Pemilu 2024.Melansir dari postingan akun resmi PKS Banggai, Flashmob kali ini diikuti oleh para pengurus, kader, simpatisan dan caleg PKS Banggai.Tampak hadir di antaranya yakni Ustadz Iswan Kurnia Hasan yang merupakan Anggota DPRD Banggai saat ini dan juga kembali maju sebagai Caleg Dapil I Banggai.Kemudian hadir Ibu Sri Atun yang juga Anggota DPRD Provinsi Sulawesi Tengah yang kembali maju bertarung. Berikutnya hadir juga Ustadz Ali Mahfudz, Minarni Asman (Hj. Ani) dan lainnya.Kegiatan flashmob tampak sangat meriah dan seger bener. Selain pengibaran bendera di sepanjang pinggir jalan Tugu Adipura Luwuk, digelar pula banner kampanye gagasan PKS untuk pemilu 2024.Kampanye gagasan PKS yang menjadi topik utama yaitu Pangan murah, Kerja gampang dan Sehat mudah.Selain itu juga turut dikampanyekan pula pemenangan pasangan calon presiden dan wakil presiden nomor urut 1 Anies Muhaimin (AMIN) yang didukung penuh oleh PKS. (*)"
751,Polisi Tangkap Pencuri Ponsel di Pelabuhan Rakyat Luwuk Banggai,"Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI -Tim Resmob Satreskrim PolresBanggai mengamankan seorang pemuda berinisial MA, 28 tahun. Warga Kelurahan Baru, Kecamatan Luwuk , KabupatenBanggai , Sulawesi Tengah itu diduga mencuri ponsel. Kasat Reskrim PolresBanggai AKP Tio Tondy melaporkan pelaku ditangkap di Pelabuhan Rakyat Luwuk , Kamis (4/1/2024). Penangkapan ini berawal dari laporan polisi dari Rifai H. Malang (38) warga Jalan Danau Toba Kelurahan Kaleke, Kecamata Luwuk yang mengalami kehilangan 1 unit ponsel merk Realmi 7. Dalam laporannya, korban mengaku kejadiannya pada Minggu 12 November 2023. Saat itu, korban sedang menonton balap motor di depan Gedung Graha Pemda Luwuk . Di mana ponsel tersebut diletakkan di dashboard motornya. Tak lama kemudian setelah ia kembali ke sepeda motornya, korban terkejut karena ponselnya sudah tidak ada lagi. Lalu korban melaporkan kejadian tersebut ke Mapolres Banggai. Selanjutnya, Tim Resmob Tompotika melakukan penyelidikan dan berhasil menangkap pelaku. Pelaku juga telah mengakui perbuatannya. Pelaku dijerat Pasal 362 KUHP. ""Pelaku dan barang bukti telah diamankan di Mapolres Banggai,” kata Tio, Sabtu (6/1/2024). (*) "
